source_name,channel_type,date,ad_spend,impressions,clicks,leads,revenue
Facebook Ads,ads,2024-04-19,2687.75,87383,7103,1779,9303.73
Facebook Ads,ads,2024-09-19,2536.59,359432,41278,2851,11192.76
Telegram Channel,social,2023-11-01,8832.95,354120,40298,2259,9605.54
Avito.ru,ads,2024-02-09,4777.25,478836,37218,3134,10650.2
Avito.ru,ads,2024-05-27,6891.19,869440,25487,2374,19757.79
University Ads,ads,2024-05-16,5536.64,422169,46766,3754,17599.58
Email Campaign,email,2023-12-14,7546.18,728548,39235,1127,6514.65
Word of Mouth,referral,2023-08-28,5313.18,751360,29654,3173,11253.8
Telegram Channel,social,2024-07-23,3586.42,727160,27881,822,506.06
Word of Mouth,referral,2024-11-25,4270.45,779260,42246,47,8486.6
Google Ads,ads,2023-12-03,8731.7,360441,34601,2470,3695.55
Avito.ru,ads,2023-01-26,5212.31,880300,13088,4348,14371.53
HH.ru,job,2024-02-13,2921.04,354286,16556,3729,4811.25
Google Ads,ads,2023-03-18,9411.45,970103,38985,864,15103.47
Google Ads,ads,2023-08-05,8169.4,890966,5142,3956,6606.62
University Ads,ads,2023-11-24,1501.0,47985,29314,2258,18553.66
VK Group,social,2023-01-23,9990.49,941041,8161,2364,9185.62
Google Ads,ads,2024-10-31,7254.34,314861,49882,4052,16870.6
Telegram Channel,social,2024-12-18,2442.4,412243,11134,1807,12749.24
Official Website,web,2023-11-06,3134.51,405752,22087,184,19559.27
Official Website,web,2024-08-21,7232.01,798957,977,1722,14983.09
Telegram Channel,social,2023-09-24,8017.85,150248,32514,3029,14690.21
VK Group,social,2024-02-19,3151.32,748637,27341,3073,5664.89
VK Group,social,2024-10-07,3312.72,80423,20777,681,10344.77
University Ads,ads,2023-09-24,3764.09,99642,9742,703,6157.22
Avito.ru,ads,2023-11-29,6382.17,90383,35408,557,876.22
Word of Mouth,referral,2024-03-25,2546.35,348932,32949,1132,14356.41
VK Group,social,2024-07-18,1938.19,80013,10014,3307,5098.81
HH.ru,job,2024-09-02,7109.78,134326,40823,3996,8247.82
University Ads,ads,2023-09-04,8011.88,289899,31193,2606,6050.46
Facebook Ads,ads,2023-02-05,5508.36,291752,48791,4378,4392.9
Email Campaign,email,2024-02-05,4274.49,126562,47704,3033,1808.83
Facebook Ads,ads,2023-01-28,4888.38,69843,49608,793,7088.85
University Ads,ads,2023-08-08,4495.67,848945,42379,1219,2094.03
Google Ads,ads,2024-02-10,9639.86,868072,679,949,11036.22
Word of Mouth,referral,2024-09-05,7912.81,371590,12687,4557,882.67
Email Campaign,email,2023-09-28,2872.78,423909,745,1538,18830.39
Facebook Ads,ads,2024-10-12,4457.7,461124,48570,103,19346.26
Email Campaign,email,2024-05-25,5896.11,809158,6363,1340,6440.75
HH.ru,job,2023-10-13,6516.87,803330,16028,1771,5573.8
HH.ru,job,2024-03-29,5213.66,617796,26909,2231,2535.9
HH.ru,job,2023-11-13,8291.14,448161,43691,2752,18145.92
University Ads,ads,2024-08-12,7908.45,186756,32001,1106,11943.85
Word of Mouth,referral,2023-10-24,5546.42,260758,27975,2113,12397.44
University Ads,ads,2023-12-04,8689.86,511182,8599,2752,17969.2
Official Website,web,2023-11-03,7759.81,185946,333,4739,18260.34
Google Ads,ads,2024-03-03,8007.24,219290,17518,2301,16652.66
Google Ads,ads,2023-12-17,9607.61,866310,13030,4309,15582.11
HH.ru,job,2024-05-25,3398.2,320152,15346,3672,17606.2
Official Website,web,2024-06-08,3408.83,930866,38885,25,17581.43
VK Group,social,2024-05-06,9000.57,90119,37989,135,7688.57
VK Group,social,2024-08-16,7950.04,437620,47964,3432,19481.13
HH.ru,job,2023-01-09,9338.91,938608,34603,4184,14328.08
Facebook Ads,ads,2024-05-11,1568.17,691408,4377,3582,7719.08
University Ads,ads,2024-12-25,6649.81,261987,1041,798,9119.97
HH.ru,job,2024-07-13,2301.66,516628,449,2362,13899.06
Avito.ru,ads,2024-07-14,5535.07,551916,27362,1521,7541.43
Email Campaign,email,2024-03-15,2401.72,349609,1505,4230,16617.88
Google Ads,ads,2024-07-05,2152.71,626498,7564,4723,3387.24
VK Group,social,2023-04-18,1109.52,643381,13608,4847,18198.09
Telegram Channel,social,2023-09-02,6672.15,524818,32129,3727,6373.35
VK Group,social,2023-09-12,4231.2,416484,44687,90,3477.9
Google Ads,ads,2023-02-02,1946.69,359370,1645,1654,17231.47
Email Campaign,email,2023-01-23,3905.54,892188,29057,184,5169.53
Google Ads,ads,2024-07-19,2520.5,74734,7996,685,16946.22
Telegram Channel,social,2023-02-18,9475.25,413920,17838,357,6277.16
HH.ru,job,2024-04-06,3880.04,80050,44692,1922,18710.35
Official Website,web,2024-08-12,4005.58,122726,40198,1400,4772.01
Telegram Channel,social,2023-12-02,8558.72,428050,4388,1568,1858.17
Google Ads,ads,2023-12-24,6829.8,58308,25844,1448,18762.36
Google Ads,ads,2023-05-02,7391.54,225350,21250,2935,3729.7
Avito.ru,ads,2024-03-19,6724.02,106428,22441,4829,18910.58
Avito.ru,ads,2023-12-25,9515.77,726097,45104,4713,16567.56
Word of Mouth,referral,2024-08-24,2863.01,464338,39703,3802,2097.55
Avito.ru,ads,2023-12-12,9901.35,234595,35453,367,9180.14
University Ads,ads,2023-07-12,8478.61,179455,21191,3407,1931.29
Official Website,web,2024-02-20,6300.75,60420,1000,1098,6930.84
Email Campaign,email,2024-01-12,6961.34,395963,46802,302,7354.31
Telegram Channel,social,2024-04-07,6839.43,680200,19825,1000,12192.85
Google Ads,ads,2024-10-22,1525.57,110680,28822,3412,19529.96
Word of Mouth,referral,2023-05-26,2962.15,530047,24178,2586,3810.39
Word of Mouth,referral,2024-04-22,9653.24,34771,16611,829,6918.44
Email Campaign,email,2024-10-14,5809.28,956237,18159,3500,11948.5
Official Website,web,2024-02-12,4405.18,815912,18261,4235,3842.71
Telegram Channel,social,2023-10-13,7858.35,95555,5265,3630,14358.84
VK Group,social,2023-04-21,5720.67,26945,24909,3438,8371.36
Avito.ru,ads,2024-09-11,1118.46,545929,10787,2517,19016.66
HH.ru,job,2023-02-19,7626.14,549520,17067,4698,12782.48
Word of Mouth,referral,2023-01-14,7589.96,709686,34334,2999,7580.07
Avito.ru,ads,2023-05-14,2486.34,742211,8794,1934,14529.73
Avito.ru,ads,2024-08-10,9609.94,971355,39618,4719,16855.71
University Ads,ads,2024-08-18,3015.17,952119,34023,4644,16109.36
Official Website,web,2023-12-09,5119.74,527863,30741,4366,5623.91
HH.ru,job,2024-10-31,2032.62,525643,40828,3654,8631.18
VK Group,social,2023-10-13,6429.54,819687,43651,3217,9317.46
Google Ads,ads,2023-11-10,4379.06,171781,49607,2666,8073.48
University Ads,ads,2024-08-28,4178.56,766168,18478,1694,6561.84
Avito.ru,ads,2023-10-24,8442.79,328317,5256,1260,15178.58
Avito.ru,ads,2024-08-28,1086.06,884323,30433,1822,738.37
Facebook Ads,ads,2024-07-22,8181.52,984532,42505,1852,6224.11
HH.ru,job,2023-06-13,6143.04,937572,30240,237,3261.54
HH.ru,job,2024-05-11,9874.89,390929,10951,3908,3011.0
Facebook Ads,ads,2024-09-01,6304.99,445305,5464,2315,5900.69
HH.ru,job,2023-01-16,1498.41,380903,11572,2883,15361.99
Avito.ru,ads,2023-12-10,1455.81,580120,4074,3301,19403.73
Word of Mouth,referral,2023-03-19,8948.38,278966,18988,1269,10535.06
Telegram Channel,social,2023-12-12,8570.93,785926,18630,3470,7109.95
Avito.ru,ads,2023-03-13,4113.01,30893,24153,2402,16668.82
University Ads,ads,2023-09-27,6562.29,661189,40172,2707,1808.52
Official Website,web,2023-10-14,5406.32,350177,1310,2524,2316.77
Facebook Ads,ads,2023-03-07,9704.48,500553,22663,4294,7234.64
VK Group,social,2023-03-09,9549.65,810683,41689,3449,9243.97
Google Ads,ads,2023-07-12,9854.55,98106,11009,3179,16057.84
VK Group,social,2023-02-24,8798.04,315289,39692,674,18542.65
Avito.ru,ads,2024-01-14,9185.96,265596,39066,4126,10859.89
University Ads,ads,2023-06-17,2955.51,95480,26170,1193,10165.07
Avito.ru,ads,2024-02-13,8479.06,605503,1207,4534,4653.71
Official Website,web,2024-05-22,7379.71,192909,44137,2642,9298.04
Word of Mouth,referral,2024-06-20,9665.08,49380,37854,3075,18511.06
Google Ads,ads,2024-10-04,6141.36,817637,36302,1899,8161.54
Official Website,web,2023-04-12,1766.5,222880,40891,3128,4608.31
Facebook Ads,ads,2024-02-26,6376.59,853391,11346,4328,7077.25
Facebook Ads,ads,2024-04-22,7179.23,339092,19299,969,10534.59
Avito.ru,ads,2023-04-30,2982.89,519125,39929,167,12172.41
University Ads,ads,2023-10-18,4547.02,208857,18519,2017,8932.38
Official Website,web,2024-05-02,6386.53,470991,39675,4906,15291.46
Email Campaign,email,2023-06-10,4366.95,194426,39841,731,11896.84
University Ads,ads,2024-11-03,4374.53,116177,269,1264,13468.44
Word of Mouth,referral,2023-03-19,2197.78,229885,28507,2355,17326.92
Facebook Ads,ads,2023-02-07,9466.72,346515,26972,4550,17380.93
Avito.ru,ads,2024-01-29,7754.45,694388,13049,114,4468.41
HH.ru,job,2024-03-16,1011.19,467298,47413,1671,12655.22
Facebook Ads,ads,2024-06-23,7890.52,332036,13299,4988,14474.5
Google Ads,ads,2024-04-06,7658.15,523307,14576,1101,3344.13
Telegram Channel,social,2024-09-03,1087.58,155875,41691,547,16934.01
HH.ru,job,2023-10-21,4326.44,88331,41864,2730,4019.16
Avito.ru,ads,2024-02-04,6460.73,398829,30999,4906,16085.95
Email Campaign,email,2024-09-27,5074.76,122745,21499,1074,3648.58
HH.ru,job,2023-04-02,8001.88,681013,47840,1581,14964.68
Google Ads,ads,2024-08-31,4829.12,899921,23381,3025,3388.89
University Ads,ads,2023-01-06,2384.77,30674,46903,3456,7887.17
Email Campaign,email,2024-11-11,9787.74,576633,3134,1439,3298.56
Facebook Ads,ads,2023-09-28,3178.36,574208,13428,251,5778.94
Email Campaign,email,2024-09-11,7459.23,173686,44147,1372,19698.04
Official Website,web,2024-07-12,2288.41,815400,19896,2077,2599.68
Google Ads,ads,2023-04-09,3961.11,93521,5088,1888,8426.06
HH.ru,job,2024-06-09,4978.25,908534,7230,2898,13699.93
Official Website,web,2023-07-13,2730.09,653918,47972,310,2344.67
Email Campaign,email,2023-06-06,5049.64,326994,36737,4270,2626.14
Official Website,web,2024-10-27,2414.47,203220,891,2838,3293.63
VK Group,social,2023-04-25,6031.06,201733,12433,3772,13077.23
Google Ads,ads,2024-01-31,6973.42,289335,43611,3698,18232.07
Word of Mouth,referral,2024-10-18,1561.91,381299,36709,2410,16606.79
University Ads,ads,2024-06-05,8840.19,132033,3456,3168,19669.58
Email Campaign,email,2023-08-02,2666.27,378754,40390,1030,11773.69
Google Ads,ads,2024-11-13,3028.26,127415,5025,1559,19248.81
Word of Mouth,referral,2024-06-16,6952.15,776582,10864,2928,6446.22
Word of Mouth,referral,2023-01-15,5218.76,893876,12196,887,8719.34
Avito.ru,ads,2024-02-23,5494.56,462826,39568,3090,8222.81
Official Website,web,2024-01-03,2153.39,55252,2194,3544,1423.47
Word of Mouth,referral,2024-09-29,8251.62,628896,45683,3617,16679.25
VK Group,social,2023-08-01,6553.49,153165,49121,1330,982.0
Google Ads,ads,2024-11-30,2218.44,345845,6350,3113,14732.59
Telegram Channel,social,2024-11-14,4365.99,909820,15462,4536,8437.76
Telegram Channel,social,2023-01-05,8293.69,512440,41675,2846,621.83
Email Campaign,email,2023-08-19,6115.2,882523,46121,2127,6153.96
Facebook Ads,ads,2023-07-20,1977.84,822457,21736,1144,7249.49
Official Website,web,2024-02-06,4354.99,481326,12285,3170,19311.7
Facebook Ads,ads,2023-05-29,3184.25,175408,39871,4107,13391.04
Word of Mouth,referral,2024-08-06,5657.19,887866,16242,3137,11099.65
Google Ads,ads,2024-05-06,8590.25,297580,35169,2727,2977.49
Email Campaign,email,2023-08-14,4926.4,839122,43290,2601,8126.53
HH.ru,job,2024-08-08,4900.08,735800,5369,199,1197.4
Word of Mouth,referral,2023-06-18,9148.16,693454,9864,2779,15352.87
Official Website,web,2023-06-01,6185.67,728759,44088,3564,3674.15
Telegram Channel,social,2023-08-12,6095.72,14509,27213,3389,12091.5
Avito.ru,ads,2024-05-18,3357.19,211134,16988,4127,14138.13
Google Ads,ads,2024-07-03,6469.5,310821,14848,3567,7646.93
University Ads,ads,2023-02-13,6183.19,719861,30303,1579,12835.57
Facebook Ads,ads,2024-11-27,4571.66,701295,49655,3935,15402.54
Email Campaign,email,2024-05-18,9916.26,609934,20815,1497,4090.41
Facebook Ads,ads,2023-08-29,8937.02,656582,42679,577,12216.78
Google Ads,ads,2023-12-17,7746.28,520122,3006,3833,14810.72
Facebook Ads,ads,2024-12-22,5836.11,240716,27689,3514,7462.44
Google Ads,ads,2023-01-23,5158.54,919129,11908,2632,3668.58
Facebook Ads,ads,2024-09-27,2664.08,522543,21212,4911,6079.26
VK Group,social,2024-08-20,3751.64,77050,24193,923,18694.96
HH.ru,job,2023-02-12,7965.65,158867,1669,4873,7470.24
Word of Mouth,referral,2024-04-10,5083.74,103148,44776,57,2600.16
Word of Mouth,referral,2023-02-09,8940.43,50492,239,753,2113.17
Official Website,web,2023-10-30,2331.2,931671,4783,2743,4019.65
University Ads,ads,2024-11-11,5575.12,617230,39598,2682,2986.49
University Ads,ads,2023-06-24,6822.69,891171,26519,4486,10153.35
Official Website,web,2024-06-15,5651.64,249854,11256,4415,7277.25
Avito.ru,ads,2024-04-05,9003.04,455126,5162,551,16907.41
Word of Mouth,referral,2024-09-12,9906.07,891216,27845,4872,17681.03
Avito.ru,ads,2023-07-12,2042.51,906699,35040,1216,9728.95
Google Ads,ads,2023-09-01,2169.59,936808,22563,193,17826.28
Google Ads,ads,2023-10-07,2172.92,69289,36288,4019,9284.0
Telegram Channel,social,2023-02-05,7130.59,539096,6377,1991,13018.26
Facebook Ads,ads,2024-07-10,4354.08,527654,27719,4744,3669.43
University Ads,ads,2024-06-23,7599.83,628279,34117,4699,1525.36
Telegram Channel,social,2023-06-03,4649.24,870801,48939,1266,3621.66
HH.ru,job,2023-01-23,6648.46,828329,30344,2761,5410.98
Official Website,web,2024-12-19,7928.72,377181,2797,4106,15144.15
Official Website,web,2023-04-01,5933.94,479181,35621,3586,3883.35
Google Ads,ads,2024-01-25,5855.53,932411,15003,4824,3047.77
Word of Mouth,referral,2023-12-25,1794.11,87214,45494,3790,18588.38
Avito.ru,ads,2024-07-03,4697.04,865193,22949,292,13931.65
University Ads,ads,2023-08-16,5911.99,404230,36752,3610,9729.46
Telegram Channel,social,2023-07-21,5157.83,82304,7354,1219,2351.88
Avito.ru,ads,2023-12-16,9107.04,900194,32962,450,17109.92
Telegram Channel,social,2023-02-07,9158.78,470773,4391,3817,2611.04
Facebook Ads,ads,2024-05-14,8397.26,455044,15091,4744,12415.41
HH.ru,job,2024-11-29,4377.68,593172,45677,483,13519.69
HH.ru,job,2023-02-12,7455.69,766770,13140,1867,8302.71
Avito.ru,ads,2024-09-17,4557.6,510495,38648,2789,18268.73
Avito.ru,ads,2024-05-31,3093.34,870830,48209,4765,1488.66
Avito.ru,ads,2023-03-09,4086.12,643553,8304,4397,16453.28
Telegram Channel,social,2023-05-03,1638.68,209192,35169,4352,11298.99
Facebook Ads,ads,2024-11-15,3986.0,14942,20567,1951,12418.47
VK Group,social,2023-12-02,5146.68,72681,39092,4293,19743.1
Avito.ru,ads,2023-06-02,9599.33,502797,472,1556,11861.63
Word of Mouth,referral,2024-10-30,3820.7,635635,37357,3365,16042.05
University Ads,ads,2023-06-11,9122.08,541658,14301,566,3493.85
University Ads,ads,2023-08-02,3059.72,447348,5951,4352,16281.15
Telegram Channel,social,2024-01-11,2718.72,416888,6128,3487,15340.92
Avito.ru,ads,2024-03-18,5670.96,718294,29545,3240,19378.15
Google Ads,ads,2024-02-27,7052.6,328353,20096,3348,18746.36
Official Website,web,2024-06-21,1398.99,83905,28080,1836,4672.74
VK Group,social,2024-12-01,2989.59,411683,43999,2208,9566.2
Word of Mouth,referral,2024-09-25,5101.15,954439,24231,3366,18273.92
Facebook Ads,ads,2023-08-18,3979.04,843153,22834,4085,12994.92
Google Ads,ads,2023-02-28,7413.59,95401,34200,4229,9542.16
HH.ru,job,2023-04-06,5600.45,465446,14838,3821,2624.31
Google Ads,ads,2023-09-19,2443.23,21551,11538,1904,7359.27
Telegram Channel,social,2023-12-20,9050.19,720284,48899,1762,13472.18
VK Group,social,2023-11-08,3636.15,976156,47529,4764,15649.83
Email Campaign,email,2023-05-16,7580.18,838816,855,3811,9219.75
Email Campaign,email,2024-04-17,8019.24,588776,3625,2665,1588.97
Avito.ru,ads,2024-09-23,9668.42,893385,29984,3528,12846.86
Avito.ru,ads,2024-03-05,5486.57,189669,1896,1490,18470.93
Telegram Channel,social,2024-06-20,6542.52,718634,13854,2588,10180.01
Facebook Ads,ads,2023-05-26,4013.89,127648,12261,4830,18604.28
Avito.ru,ads,2024-06-07,7103.61,673257,2277,1563,7404.96
Official Website,web,2023-03-28,5170.45,471221,28232,655,17784.13
VK Group,social,2023-04-19,4938.87,234269,2150,1836,15833.63
Telegram Channel,social,2024-02-27,8699.21,319748,25230,1559,19253.96
University Ads,ads,2023-12-11,1451.52,239005,48360,1708,15924.91
HH.ru,job,2023-09-23,8937.66,574107,38677,3580,6768.86
Telegram Channel,social,2024-08-08,8668.63,381012,24941,4623,18061.07
Telegram Channel,social,2024-05-08,5557.3,128756,25598,3436,13559.76
Email Campaign,email,2023-11-29,5411.83,752723,43131,3714,3660.35
Word of Mouth,referral,2024-02-17,4256.27,150854,25209,3234,1396.32
Facebook Ads,ads,2024-09-05,9947.56,564686,38844,4434,7633.99
Word of Mouth,referral,2024-10-10,2000.52,325676,47206,4795,15843.85
Official Website,web,2023-07-10,6311.94,822120,12275,4584,12555.18
University Ads,ads,2023-05-22,7135.13,428860,1793,400,10778.98
Email Campaign,email,2023-03-14,9408.97,484755,28366,4517,572.69
University Ads,ads,2023-06-16,8021.83,504065,45963,1291,8992.26
Official Website,web,2023-06-17,6794.62,967937,27507,4974,3575.61
Word of Mouth,referral,2024-07-19,2051.31,685393,14938,516,9364.06
Telegram Channel,social,2023-09-16,4363.6,454182,35788,1732,19839.52
Avito.ru,ads,2024-03-14,2249.57,144979,21329,967,17651.01
Avito.ru,ads,2023-04-21,8930.91,701859,4267,1744,6557.3
Google Ads,ads,2024-11-03,7746.59,233376,22715,772,12073.39
HH.ru,job,2024-06-14,7817.83,83221,41945,2565,10290.86
Facebook Ads,ads,2023-10-17,6870.31,673633,31269,2621,3035.92
Official Website,web,2024-07-15,5563.39,727779,39007,3703,19801.23
HH.ru,job,2024-05-24,2349.74,841098,31258,1769,8790.92
Facebook Ads,ads,2023-06-24,3967.25,678838,34326,2899,10360.35
HH.ru,job,2023-10-29,2232.24,368124,20279,1352,13128.19
Word of Mouth,referral,2024-11-26,7524.22,217976,11447,4090,4235.12
Facebook Ads,ads,2023-07-04,2442.06,871985,36278,1646,4833.42
Word of Mouth,referral,2023-12-05,7319.02,516343,33430,3519,4254.89
Telegram Channel,social,2024-05-24,7230.3,392701,48245,559,7997.08
Email Campaign,email,2023-11-06,5133.74,646213,7092,2015,4393.7
Word of Mouth,referral,2024-05-21,2217.06,892647,12318,2193,18564.72
Avito.ru,ads,2023-12-12,3833.21,18273,40664,2575,14429.12
HH.ru,job,2023-03-22,3880.84,845677,30431,768,18007.79
Google Ads,ads,2024-01-09,7303.47,886538,38527,333,17045.44
VK Group,social,2023-06-05,2023.69,711760,22568,1935,14211.46
Facebook Ads,ads,2024-03-07,8461.62,49708,19455,120,5233.55
Official Website,web,2024-05-14,7849.07,566840,49596,1833,12498.72
Google Ads,ads,2023-05-27,2676.76,716920,2816,3631,4132.83
Avito.ru,ads,2024-04-25,7472.48,298574,32461,1148,3083.28
Word of Mouth,referral,2024-03-10,7016.62,693935,27354,1730,12835.22
Email Campaign,email,2024-06-02,7733.09,592721,42732,733,12680.2
Telegram Channel,social,2024-10-30,2700.36,321919,38528,2422,3554.13
VK Group,social,2024-11-13,2418.31,53436,40100,776,7372.34
University Ads,ads,2023-03-10,3128.36,717984,44187,4937,1792.48
Google Ads,ads,2024-08-28,4292.85,174010,21377,3391,14456.8
Email Campaign,email,2023-07-05,8142.98,36358,17603,2170,19756.17
University Ads,ads,2024-11-12,7641.32,674129,10204,1303,14928.17
VK Group,social,2023-07-23,9329.06,345939,35130,2377,16960.97
Official Website,web,2024-07-07,1527.67,109819,49994,4027,9788.69
Official Website,web,2023-01-13,1104.01,891697,21485,4280,2363.89
HH.ru,job,2024-10-27,7292.25,608016,32335,1968,14668.83
VK Group,social,2023-10-01,3513.59,634790,10744,4231,5502.14
VK Group,social,2023-10-25,4006.71,813717,21787,1004,8071.73
University Ads,ads,2023-02-20,5921.22,163359,48509,1861,14210.44
Email Campaign,email,2024-05-14,1921.72,843793,43828,2986,18143.3
Facebook Ads,ads,2024-01-04,6784.25,973309,40198,3881,9981.86
University Ads,ads,2024-12-24,3926.33,565635,48316,3233,19251.31
Telegram Channel,social,2024-10-17,6694.44,247131,33650,4020,10638.12
Official Website,web,2023-12-23,8506.06,412202,32964,4304,2888.95
Official Website,web,2023-01-03,2540.0,274210,8878,1232,10609.46
HH.ru,job,2023-09-11,9377.86,52779,29883,4792,17282.24
Telegram Channel,social,2024-04-19,5776.19,237362,31487,1486,10991.88
Official Website,web,2024-05-20,9306.35,329858,13474,4887,15081.23
University Ads,ads,2023-09-13,2869.57,880890,45696,950,11185.17
Telegram Channel,social,2024-09-01,6441.06,374355,21395,3261,11148.06
University Ads,ads,2024-11-15,4634.98,590400,18722,827,6052.84
Facebook Ads,ads,2023-05-30,7968.0,648192,49181,3926,4424.58
Facebook Ads,ads,2024-05-02,6453.18,904982,25592,2080,5938.92
Official Website,web,2023-10-06,5450.64,120962,19833,646,9096.34
Official Website,web,2023-02-28,9216.87,200104,43646,4816,16287.01
